        time            i            I
   52.468333     0.039653      155.512
   52.470000     0.039653      155.516
   52.471667     0.039652      155.520
   52.473333     0.039652      155.524
   52.475000     0.039652      155.528
   52.476667     0.039652      155.532
   52.478333     0.039652      155.536
   52.480000     0.039652      155.540
   52.481667     0.039652      155.544
   52.483333     0.039652      155.548
   52.485000     0.039651      155.552
   52.486667     0.039651      155.556
   52.488333     0.039651      155.560
   52.490000     0.039651      155.564
   52.491667     0.039651      155.568
   52.493333     0.039651      155.572
   52.495000     0.039651      155.576
   52.496667     0.039650      155.580
   52.498333     0.039650      155.584
   52.500000     0.039650      155.588
   52.501667     0.039650      155.592
   52.503333     0.039650      155.596
   52.505000     0.039650      155.600
   52.506667     0.039650      155.603
   52.508333     0.039650      155.607
   52.510000     0.039649      155.611
   52.511667     0.039649      155.615
   52.513333     0.039649      155.619
   52.515000     0.039649      155.623
   52.516667     0.039649      155.627
   52.518333     0.039649      155.631
   52.520000     0.039649      155.635
   52.521667     0.039649      155.639
   52.523333     0.039648      155.643
   52.525000     0.039648      155.647
   52.526667     0.039648      155.651
   52.528333     0.039648      155.655
   52.530000     0.039648      155.659
   52.531667     0.039648      155.663
   52.533333     0.039648      155.667
   52.535000     0.039648      155.671
   52.536667     0.039647      155.675
   52.538333     0.039647      155.679
   52.540000     0.039647      155.683
   52.541667     0.039647      155.687
   52.543333     0.039647      155.691
   52.545000     0.039647      155.695
   52.546667     0.039647      155.699
   52.548333     0.039647      155.703
   52.550000     0.039646      155.707
   52.551667     0.039646      155.711
   52.553333     0.039646      155.714
   52.555000     0.039646      155.718
   52.556667     0.039646      155.722
   52.558333     0.039646      155.726
   52.560000     0.039646      155.730
   52.561667     0.039646      155.734
   52.563333     0.039645      155.738
   52.565000     0.039645      155.742
   52.566667     0.039645      155.746
   52.568333     0.039645      155.750
   52.570000     0.039645      155.754
   52.571667     0.039645      155.758
   52.573333     0.039645      155.762
   52.575000     0.039645      155.766
   52.576667     0.039644      155.770
   52.578333     0.039644      155.774
   52.580000     0.039644      155.778
   52.581667     0.039644      155.782
   52.583333     0.039644      155.786
   52.585000     0.039644      155.790
   52.586667     0.039644      155.794
   52.588333     0.039644      155.798
   52.590000     0.039643      155.802
   52.591667     0.039643      155.806
   52.593333     0.039643      155.810
   52.595000     0.039643      155.814
   52.596667     0.039643      155.818
   52.598333     0.039643      155.822
   52.600000     0.039643      155.825
   52.601667     0.039643      155.829
   52.603333     0.039642      155.833
   52.605000     0.039642      155.837
   52.606667     0.039642      155.841
   52.608333     0.039642      155.845
   52.610000     0.039642      155.849
   52.611667     0.039642      155.853
   52.613333     0.039642      155.857
   52.615000     0.039641      155.861
   52.616667     0.039641      155.865
   52.618333     0.039641      155.869
   52.620000     0.039641      155.873
   52.621667     0.039641      155.877
   52.623333     0.039641      155.881
   52.625000     0.039641      155.885
   52.626667     0.039641      155.889
   52.628333     0.039640      155.893
   52.630000     0.039640      155.897
   52.631667     0.039640      155.901
   52.633333     0.039640      155.905
   52.635000     0.039640      155.909
   52.636667     0.039640      155.913
   52.638333     0.039640      155.917
   52.640000     0.039640      155.921
   52.641667     0.039639      155.925
   52.643333     0.039639      155.929
   52.645000     0.039639      155.933
   52.646667     0.039639      155.936
   52.648333     0.039639      155.940
   52.650000     0.039639      155.944
   52.651667     0.039639      155.948
   52.653333     0.039639      155.952
   52.655000     0.039638      155.956
   52.656667     0.039638      155.960
   52.658333     0.039638      155.964
   52.660000     0.039638      155.968
   52.661667     0.039638      155.972
   52.663333     0.039638      155.976
   52.665000     0.039638      155.980
   52.666667     0.039638      155.984
   52.668333     0.039637      155.988
   52.670000     0.039637      155.992
   52.671667     0.039637      155.996
   52.673333     0.039637      156.000
   52.675000     0.039637      156.004
   52.676667     0.039637      156.008
   52.678333     0.039637      156.012
   52.680000     0.039637      156.016
   52.681667     0.039636      156.020
   52.683333     0.039636      156.024
   52.685000     0.039636      156.028
   52.686667     0.039636      156.032
   52.688333     0.039636      156.036
   52.690000     0.039636      156.040
   52.691667     0.039636      156.044
   52.693333     0.039636      156.047
   52.695000     0.039635      156.051
   52.696667     0.039635      156.055
   52.698333     0.039635      156.059
   52.700000     0.039635      156.063
   52.701667     0.039635      156.067
   52.703333     0.039635      156.071
   52.705000     0.039635      156.075
   52.706667     0.039635      156.079
   52.708333     0.039634      156.083
   52.710000     0.039634      156.087
   52.711667     0.039634      156.091
   52.713333     0.039634      156.095
   52.715000     0.039634      156.099
   52.716667     0.039634      156.103
   52.718333     0.039634      156.107
   52.720000     0.039634      156.111
   52.721667     0.039633      156.115
   52.723333     0.039633      156.119
   52.725000     0.039633      156.123
   52.726667     0.039633      156.127
   52.728333     0.039633      156.131
   52.730000     0.039633      156.135
   52.731667     0.039633      156.139
   52.733333     0.039633      156.143
   52.735000     0.039632      156.147
   52.736667     0.039632      156.151
   52.738333     0.039632      156.154
   52.740000     0.039632      156.158
   52.741667     0.039632      156.162
   52.743333     0.039632      156.166
   52.745000     0.039632      156.170
   52.746667     0.039632      156.174
   52.748333     0.039631      156.178
   52.750000     0.039631      156.182
   52.751667     0.039631      156.186
   52.753333     0.039631      156.190
   52.755000     0.039631      156.194
   52.756667     0.039631      156.198
   52.758333     0.039631      156.202
   52.760000     0.039631      156.206
   52.761667     0.039630      156.210
   52.763333     0.039630      156.214
   52.765000     0.039630      156.218
   52.766667     0.039630      156.222
   52.768333     0.039630      156.226
   52.770000     0.039630      156.230
   52.771667     0.039630      156.234
   52.773333     0.039630      156.238
   52.775000     0.039629      156.242
   52.776667     0.039629      156.246
   52.778333     0.039629      156.250
   52.780000     0.039629      156.254
   52.781667     0.039629      156.258
   52.783333     0.039629      156.261
   52.785000     0.039629      156.265
   52.786667     0.039628      156.269
   52.788333     0.039628      156.273
   52.790000     0.039628      156.277
   52.791667     0.039628      156.281
   52.793333     0.039628      156.285
   52.795000     0.039628      156.289
   52.796667     0.039628      156.293
   52.798333     0.039628      156.297
   52.800000     0.039627      156.301
   52.801667     0.039627      156.305
   52.803333     0.039627      156.309
   52.805000     0.039627      156.313
   52.806667     0.039627      156.317
   52.808333     0.039627      156.321
   52.810000     0.039627      156.325
   52.811667     0.039627      156.329
   52.813333     0.039626      156.333
   52.815000     0.039626      156.337
   52.816667     0.039626      156.341
   52.818333     0.039626      156.345
   52.820000     0.039626      156.349
   52.821667     0.039626      156.353
   52.823333     0.039626      156.357
   52.825000     0.039626      156.361
   52.826667     0.039625      156.365
   52.828333     0.039625      156.368
   52.830000     0.039625      156.372
   52.831667     0.039625      156.376
   52.833333     0.039625      156.380
   52.835000     0.039625      156.384
   52.836667     0.039625      156.388
